city,auction_house,exhibition,image_url,artist,title,price,low_estimate,signature,size,created,auction_lot,auction_date,medium
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/197_1.jpg,Fernando Botero,DOG,"$225,000","$175,000","$225,000",Signed,"29.00"" x 30.00"" x 27.00",1981,197,11/15/2018,Bronze
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/198_1.jpg,Alex Katz,JULIAN AND JACQUELINE,"$471,000","$250,000","$350,000",Signed and Dated,"96.00"" x 48.25",1987,198,11/15/2018,Oil / Linen
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/199_1.jpg,James Rosenquist,DANCE OF THE ELECTRICAL NYMPHS (2 joined canvases),"$615,000","$500,000","$700,000",Signed and Dated,Dimensions not available,1987,199,11/15/2018,Oil / Canvas on board
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/200_1.jpg,Robert Rauschenberg,UNTITLED (SHINER),"$287,500","$70,000","$100,000",Signed and Dated,"47.75"" x 48.75",1989,200,11/15/2018,Acrylic and aluminum grill on aluminum
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/201_1.jpg,George Warren Rickey,ONE UP ONE DOWN STAGGERED II,"$56,250","$20,000","$30,000",Signed and Dated,"54.50"" x 6.00"" x 36.00",1989,201,11/15/2018,stainless steel
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/202_1.jpg,Alexander (Sandy) Calder,CURLY BLUE TAIL,"$867,000","$700,000","$1,000,000",Signed Monogram,"20.25"" x 38.25"" x 19.00",1967,202,11/15/2018,Wire and painted metal
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/203_1.jpg,Jean Dubuffet,PERSONNAGE COIFF D'UN CHAPEAU DANS UN PAYSAGE,"$118,750","$80,000","$120,000",Signed and Dated,"18.13"" x 9.38",1957,203,11/15/2018,Gouache and paper collage / Paper
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/204_1.jpg,Adolph Gottlieb,UNTITLED,"$106,250","$50,000","$70,000",Signed,"15.38"" x 11.13",1946,204,11/15/2018,"Gouache , crayon and graphite / Paper"
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/205_1.jpg,Adolph Gottlieb,UNTITLED,"$225,000","$40,000","$60,000",Signed and Dated,"15.25"" x 11.00",1960,205,11/15/2018,"Gouache , ink and graphite / Paper"
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/206_1.jpg,Willem de Kooning,SEATED WOMAN,"$471,000","$500,000","$700,000",Signed,"20.00"" x 14.00",1951,206,11/15/2018,"Oil , ink, crayon and graphite / Masonite"
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/207_1.jpg,David (Roland) Smith,UNTITLED,-not sold-,"$100,000","$150,000",Unavailable,"17.75"" x 11.50",1962,207,11/15/2018,spray enamel / Paper
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/208_1.jpg,David (Roland) Smith,UNTITLED,-not sold-,"$100,000","$150,000",Unavailable,"13.13"" x 19.00",1962,208,11/15/2018,spray enamel / Paper
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/209_1.jpg,Richard Diebenkorn,BERKELEY #9,withdrawn,"$800,000","$1,200,000",Signed Initials,"32.50"" x 38.88",1953,209 WITHDRAWN,11/15/2018,Oil on canvas mounted to paperboard mounted to canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/210_1.jpg,Sam Lewis Francis,FOR FRED,"$855,000","$800,000","$1,200,000",Signed and Dated,"59.00"" x 40.13",1949,210,11/15/2018,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/211_1.jpg,Sam Lewis Francis,UNTITLED (double sided),-not sold-,"$200,000","$300,000",Signed,"31.50"" x 15.75",c. 1948-50,211,11/15/2018,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/212_1.jpg,Sam Lewis Francis,NEW GOLD HOME,"$187,500","$150,000","$200,000",Signed and Dated,"24.00"" x 19.38",1952,212,11/15/2018,Watercolor and gouache / Paper
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/213_1.jpg,Sam Lewis Francis,BLUE ARC,"$591,000","$400,000","$600,000",Unavailable,"89.25"" x 121.38",1977,213,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/214_1.jpg,Sam Lewis Francis,UNTITLED,"$350,000","$250,000","$350,000",Unavailable,"56.00"" x 68.13",1980-81,214,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/215_1.jpg,Sam Lewis Francis,STEPPING UP,"$350,000","$200,000","$300,000",Signed and Dated,"118.13"" x 79.88",1975-76,215,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/216_1.jpg,Sam Lewis Francis,UNTITLED,"$125,000","$30,000","$50,000",Signed and Dated,"32.50"" x 25.63",1990,216,11/15/2018,Acrylic / Paper
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/217_1.jpg,Jean-Paul Riopelle,"NOUVELLE IMPRESSIONS, NO. 15","$43,750","$30,000","$50,000",Signed,"9.50"" x 13.00",1978,217,11/15/2018,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/218_1.jpg,Cy Twombly,UNTITLED,-not sold-,"$500,000","$700,000",Signed and Dated,"27.63"" x 39.38",1961,218,11/15/2018,"Oil , crayon, graphite and pen / Paper"
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/219_1.jpg,Jean Dubuffet,PASSE TRAIN,"$603,000","$400,000","$600,000",Signed and Dated,"19.25"" x 25.63",1965,219,11/15/2018,Acrylic on paper mounted to canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/220_1.jpg,Jean Dubuffet,CISEAUX I,"$1,023,000","$600,000","$800,000",Signed and Dated,"38.25"" x 51.25",1966,220,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/221_1.jpg,Sergio Camargo,UNTITLED (RELIEF NO. 348),"$735,000","$650,000","$750,000",Signed and Dated,"23.63"" x 19.75",1971,221,11/15/2018,painted wood construction
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/222_1.jpg,Robert Mangold,CURLED FIGURE III,"$399,000","$200,000","$300,000",Signed and Dated,"36.00"" x 76.75",2000,222,11/15/2018,Acrylic and graphite / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/224_1.jpg,Robert Ryman,Stamp,-not sold-,"$700,000","$1,000,000",Signed and Dated,"14.00"" x 14.00",2002,224,11/15/2018,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/225_1.jpg,Kenneth Noland,WINTER BEAUTY,"$337,500","$180,000","$250,000",Signed and Dated,"86.00"" x 73.50",1978,225,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/226_1.jpg,Joel Elias Shapiro,UNTITLED,"$350,000","$250,000","$350,000",Inscribed,"52.25"" x 44.50"" x 11.63",2009-10,226,11/15/2018,Oil on bronze
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/227_1.jpg,Mira Schendel,"UNTITLED, FROM THE SERIES 'DATILOSCRITOS'",-not sold-,"$80,000","$120,000",Signed and Dated,"20.00"" x 14.25",1974,227,11/15/2018,"Ink , typewriting and transfer / Paper"
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/228_1.jpg,Eduardo Terrazas,"1.1.285, FROM THE SERIES 'POSIBILIDADES DE UNA ESTRUCTURA', SUBSERIES 'COSMOS'","$93,750","$60,000","$80,000",Signed on Reverse,"48.25"" x 48.25"" x 2.25",1972,228,11/15/2018,Yarn with Campeche wax on board
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/229_1.jpg,Julio Le Parc,SERIE 14 E N 13,"$87,500","$50,000","$70,000",Signed and Dated,"28.00"" x 27.75",1970-73,229,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/230_1.jpg,Robert Mangold,COLUMN PAINTING 23,"$150,000","$180,000","$250,000",Signed and Dated,"120.00"" x 18.00",2005,230,11/15/2018,Acrylic and graphite / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/231_1.jpg,Robert Ryman,PART 17,"$100,000","$100,000","$150,000",Signed and Dated,"15.00"" x 15.00",1993,231,11/15/2018,Oil on corrugated conservation board
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/232_1.jpg,Dan Flavin,UNTITLED (TO KSENIJA),"$212,500","$100,000","$150,000",Unavailable,"96.00"" x 6.50"" x 4.63",1985,232,11/15/2018,"green, blue, yellow, and pink fluorescent lights"
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/233_1.jpg,John Harvey McCracken,PLEIADES,"$125,000","$120,000","$180,000",Signed and Dated,"19.00"" x 14.00"" x 6.50",1988,233,11/15/2018,stainless steel
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/235_1.jpg,Robert Burns Motherwell,THE BALKAN LUTE,"$435,000","$400,000","$600,000",Signed and Dated,"72.00"" x 36.00",1975,235,11/15/2018,"Acrylic , canvas collage and ink / Canvas on board"
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/236_1.jpg,Kenneth Noland,MYSTRIES,"$350,000","$350,000","$450,000",Signed and Dated,"60.00"" x 60.00",2001-04,236,11/15/2018,Acrylic and graphite / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/237_1.jpg,Helen Frankenthaler,TOBAGO,"$1,095,000","$600,000","$800,000",Signed and Dated,"77.75"" x 69.50",1977,237,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/238_1.jpg,Zilia Sanchez,UNTITLED,"$18,750","$18,000","$22,000",Signed and Dated,"14.63"" x 29.75",1954,238,11/15/2018,Oil / Board
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/239_1.jpg,Mira Schendel,UNTITLED,-not sold-,"$50,000","$70,000",Signed on Reverse,"19.75"" x 15.88",1960,239,11/15/2018,Mixed Media / Panel
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/240_1.jpg,Pedro Coronel,PIRMIDE DE SANGRE,-not sold-,"$180,000","$220,000",Signed and Dated,"47.25"" x 47.25",1966,240,11/15/2018,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/241_1.jpg,Fernando de Szyszlo,VIENTO OSCURO (PARACA),-not sold-,"$60,000","$80,000",Signed and Dated,"78.00"" x 62.25",1993,241,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/242_1.jpg,Fernando de Szyszlo,III CASA OCHO (TODO NGEL ES TERRIBLE),-not sold-,"$80,000","$120,000",Signed and Dated,"47.50"" x 59.50",1974,242,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/243_1.jpg,Jesus Rafael de Soto,TES NO. 1,-not sold-,"$350,000","$450,000",Signed and Dated,"60.63"" x 20.50"" x 7.50",1975,243,11/15/2018,painted metal and wood construction
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/244_1.jpg,Victor Vasarely,KIDIO,"$93,750","$80,000","$120,000",Signed and Dated,"77.13"" x 63.13",1969,244,11/15/2018,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/245_1.jpg,Luis Tomasello,ATMOSPHRE CHROMOPLASTIQUE NO. 252,"$93,750","$50,000","$70,000",Signed and Dated,"32.00"" x 56.00",1970,245,11/15/2018,painted wood construction
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/246_1.jpg,Victor Vasarely,PILICH,"$62,500","$50,000","$70,000",Signed and Dated,"34.63"" x 31.50",1956-57,246,11/15/2018,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/247_1.jpg,Carlos Rojas,UNTITLED,"$22,500","$10,000","$15,000",Signed on Reverse,"23.63"" x 23.63",1979,247,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/248_1.jpg,Omar Carreno,ESTRUCTURA - OBJETO,-not sold-,"$15,000","$20,000",Signed and Dated,"36.75"" x 22.00"" x 1.50",1973,248,11/15/2018,painted wood construction
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/249_1.jpg,Edgar Negret,ESCALERA,"$43,750","$40,000","$60,000",Signed and Dated,"58.25"" x 23.75"" x 23.75",1975,249,11/15/2018,painted aluminium
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/250_1.jpg,Jesus Rafael de Soto,DOS PLATA,"$175,000","$80,000","$120,000",Signed and Dated,"34.50"" x 39.50"" x 7.00",1970,250,11/15/2018,painted wood and metal construction
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/251_1.jpg,Jesus Rafael de Soto,GRANDE RELATION NOIRE ET BLEUE,"$399,000","$350,000","$450,000",Signed and Dated,"62.25"" x 42.25"" x 6.50",1965,251,11/15/2018,painted wood construction
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/252_1.jpg,Carlos Cruz-Diez,PHYSICHROMIE NO. 929,"$112,500","$40,000","$60,000",Signed and Dated,"20.00"" x 20.25",1977,252,11/15/2018,Acrylic and plastic elements / Aluminum
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/253_1.jpg,Luis Guevara Moreno,TRAMA VERTICAL,"$56,250","$60,000","$80,000",Signed and Dated,"55.00"" x 26.00",1951,253,11/15/2018,painted wood construction
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/254_1.jpg,Carlos Cruz-Diez,PHYSICHROMIE 812,-not sold-,"$120,000","$180,000",Signed and Dated,"39.75"" x 10.13",1975,254,11/15/2018,Acrylic and plastic elements on aluminum
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/255_1.jpg,Salvador Corratge,UNTITLED,"$37,500","$20,000","$30,000",Signed,"31.00"" x 24.00",1958,255,11/15/2018,Casein / Cardboard
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/256_1.jpg,Gunther Gerzso,UNTITLED,"$60,000","$40,000","$60,000",Signed and Dated,"9.50"" x 13.13",1974,256,11/15/2018,Oil / Panel
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/257.jpg,Helen Frankenthaler,PERSIA,-not sold-,"$600,000","$800,000",Signed and Dated,"82.50"" x 60.00",1978,257,11/15/2018,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/258.jpg,Gerd Leufert,BETIJOQUE,"$206,250","$80,000","$120,000",Signed and Dated,"59.00"" x 98.50",1965,258,11/15/2018,acrovinyl / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/259_1.jpg,Jim Dine,"WALLA-WALLA, AUGUST","$243,750","$100,000","$150,000",Signed and Dated,"72.00"" x 62.00",2004,259,11/15/2018,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/260_1.jpg,Susan Rothenberg,ELIZABETH,-not sold-,"$80,000","$120,000",Signed and Dated,"71.00"" x 54.50",1984-85,260,11/15/2018,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/261_1.jpg,Richard Artschwager,OVER AND OUT,-not sold-,"$100,000","$150,000",Signed and Dated,"70.00"" x 57.00"" x 3.00",1989,261,11/15/2018,Acrylic on Celotex
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/262_1.jpg,Alexander (Sandy) Calder,FISH TEASING A WHALE,"$387,000","$400,000","$600,000",Signed Monogram,"20.50"" x 58.00"" x 41.00",1971,262,11/15/2018,Wire and painted sheet metal
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/263_1.jpg,Jean Dubuffet,SITE AVEC 6 PERSONNAGES,"$225,000","$150,000","$200,000",Signed Initials,"26.88"" x 20.00",1981,263,11/15/2018,Acrylic on paper mounted to canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/264_1.jpg,Alfred Jensen,"HEAVEN, EARTH (2)","$325,000","$120,000","$180,000",Signed and Dated,Dimensions not available,1976,264,11/15/2018,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/15/2018,http://www.askart.com/Photos/2018/SNY20181115_114525/265_1.jpg,Willem de Kooning,EAST HAMPTON IV,"$312,500","$250,000","$350,000",Signed,"23.25"" x 18.50",1968,265,11/15/2018,Oil on paper mounted to canvas
