"","auction_house","city","idd","exhibition","artist","title","price","sold","avg_estimate","area","year_created","auction_lot","auction_date","rate_sold_before","avg_price_sold_before","num_artworks","avg_price_sold","num_artists","sale_rate","volatility_before","volatility","skew_before","skew","medium","artist_median_price","artist_volume","artist_lots_sold","lot_position","caliber"
"73","Bonhams Knightsbridge","London","421ea11536b446d4a5fc8cfebee62779","contemporary two / modern design 10/19/2011","Andre Lanskoy","La Misre en Droute",9564,1,8821,1255.5093,1959,0.878661087866109,"10/19/2011",0.666666666666667,2013,1,2303,48,0.672131147540984,2027.67442159731,2638.67050577987,1.12091481010503,1.45245678556973,"oil / canvas",6789,19,0.791666666666667,"Late","Small"
"74","Bonhams New York","New York","e3284be6c8944ebd82ac7e0259079522","post-war & contemporary art 11/11/2014","Milton Resnick","Untitled 1964",0,0,106386,4106.775,1964,0.63265306122449,"11/11/2014",0.566037735849057,87693,2,47553,115,0.616883116883117,110159.817172849,73765.9866719163,2.56566385348631,3.97967609327883,"oil on paper on canvas",42658,32,0.727272727272727,"Medium","Medium"
"75","Bonhams New York","New York","742b5d64f6aa4086b528e0f2d81d3e85","post-war & contemporary art 11/11/2014","Milton Resnick","Pulse 1963",50533,1,53193,1403.1094,1963,0.622448979591837,"11/11/2014",0.557692307692308,88975,2,47553,115,0.616883116883117,111848.640070465,73765.9866719163,2.50445839548494,3.97967609327883,"oil on paper on canvas",42658,32,0.727272727272727,"Medium","Medium"
"76","Bonhams New York","New York","d003cc2509cc4b23a6321a7c78a1dec0","contemporary art 05/14/2013","Alice Neel","Puerto Rican Girl",21570,1,18873,151.25,1956,0.0592592592592593,"05/14/2013",0.428571428571429,2831,1,31679,75,0.703703703703704,1241.63870214594,50232.3695072012,0.685667537488922,4.31251844801335,"ink / paper",297453,29,0.630434782608696,"Early","Medium"
"77","Bonhams New York","New York","4364b86129e04581acaefaa342a792f7","contemporary art 05/14/2013","Allan D'Arcangelo","Landscape",56621,1,37747,1440,1967,0.2,"05/14/2013",0.727272727272727,15091,1,31679,75,0.703703703703704,10591.2621663966,50232.3695072012,0.747640272996521,4.31251844801335,"oil / canvas",51186.5,24,0.75,"Early","Medium"
"78","Bonhams New York","New York","378fe273073d4f13b61a3900927b3de8","contemporary art 11/12/2013","Ray (Edward) Johnson","Jackson Pollock",14153,1,10779,96.6144,1977,0.65,"11/12/2013",0.442748091603053,69520,1,48677,147,0.482587064676617,238494.77312598,186278.93161012,6.74048130483349,8.76213872490644,"ink / cardboard",16428,17,0.80952380952381,"Medium","Medium"
"79","Bonhams New York","New York","f8124de20ac141ff98aff621615da081","contemporary art 11/12/2013","John Baeder","Diner Rt I-9 Elizabeth New Jersey",0,0,43117,1053.25,1975,0.677272727272727,"11/12/2013",0.437956204379562,67618,1,48677,147,0.482587064676617,234678.751313838,186278.93161012,6.86101865096151,8.76213872490644,"oil / canvas",26023,11,0.916666666666667,"Late","Medium"
"80","Bonhams New York","New York","f7f06b0ee6074f2f8d655ca168e15e20","modern and contemporary art 05/9/2011","Philip Guston","Untitled",0,0,555913,1438.9375,1952,0.939965694682676,"05/09/2011",0.741935483870968,26241,2,35813,126,0.74375,37295.5228218472,100064.317560093,3.9909029979406,8.5325037111562,"oil / canvas",298001,80,0.776699029126214,"Late","Medium"
"81","Bonhams New York","New York","509a1bb527e44ca898491408cd87462d","modern and contemporary art 05/9/2011","Wojcieck (Voy) Fangor","M8 1966",29841,1,19456,484,1966,0.955403087478559,"05/09/2011",0.73394495412844,25888,1,35813,126,0.74375,35940.7251761059,100064.317560093,3.93600842885904,8.5325037111562,"oil / canvas",71191,34,0.85,"Late","Medium"
"82","Bonhams New York","New York","6f0950ce70084cc2861d9c4cb8f3f477","contemporary art 05/14/2013","Mel (Melvin John) Ramos","The Trickster",0,0,647104,2200,1962,0.377777777777778,"05/14/2013",0.795454545454545,27301,1,31679,75,0.703703703703704,26762.309559894,50232.3695072012,1.62298784112515,4.31251844801335,"oil / canvas",118852,25,0.581395348837209,"Medium","Medium"
"83","Bonhams New York","New York","bb6256ef2d0d47c2ae2d6f7f7673c525","contemporary art 05/14/2013","Wayne Thiebaud","Beach Scene",0,0,323552,650.34,1960,0.385185185185185,"05/14/2013",0.777777777777778,27301,1,31679,75,0.703703703703704,26762.309559894,50232.3695072012,1.62298784112515,4.31251844801335,"oil / canvas",501230,154,0.773869346733668,"Medium","Medium"
"84","Bonhams New York","New York","d9ef99d8cda74c5fbcaeb6c298a1a709","contemporary art 05/14/2013","Donald Roller Wilson","Beth Was Pleased With The Olives",8088,1,10785,448,1979,0.4,"05/14/2013",0.74468085106383,27301,1,31679,75,0.703703703703704,26762.309559894,50232.3695072012,1.62298784112515,4.31251844801335,"oil / canvas",8328,11,0.733333333333333,"Medium","Medium"
"85","Bonhams New York","New York","94e6eaf22c2b4d1ab40725569a4a230d","contemporary art 05/14/2013","Angel Botello","Two Reclining Girls",17525,1,18873,864,1970,0.718518518518519,"05/14/2013",0.715909090909091,35935,3,31679,75,0.703703703703704,54202.0000472371,50232.3695072012,3.9358455371552,4.31251844801335,"oil / canvasboard",16119.5,12,0.666666666666667,"Late","Medium"
"86","Bonhams New York","New York","c39bfe49e7164af59368cd539d12eabf","contemporary art 05/14/2013","Angel Botello","Adam and Eve",0,0,26962,1071,1955,0.725925925925926,"05/14/2013",0.719101123595506,35647,3,31679,75,0.703703703703704,53818.5303892334,50232.3695072012,3.97212508440082,4.31251844801335,"oil / masonite",16119.5,12,0.666666666666667,"Late","Medium"
"87","Bonhams New York","New York","8660247a84df4490a299ddb9599f37ec","contemporary art 11/12/2013","Alexander (Sandy) Calder","Cocoricos",29643,1,43117,1248.65,1965,0.5,"11/12/2013",0.424242424242424,32290,7,48677,147,0.482587064676617,62599.8968403671,186278.93161012,4.63153554003425,8.76213872490644,"ink / paper",114052,793,0.916763005780347,"Medium","Medium"
"88","Bonhams New York","New York","1db72cc41d67415bbb3ad1d72f03d1f9","contemporary art 05/14/2013","Friedel Dzubas","Madame Y.",64710,1,32355,5198.4,1979,0.251851851851852,"05/14/2013",0.793103448275862,16038,2,31679,75,0.703703703703704,12420.7583046287,50232.3695072012,1.40376737398091,4.31251844801335,"acrylic / canvas",46567.5,52,0.912280701754386,"Early","Medium"
"89","Bonhams New York","New York","4c8e55866ab14c7089cfc3ea97091c3a","post-war & contemporary art 5/16/2018","Alfred Jensen","Doric Order 1962",212200,1,149788,2916,1962,0.354838709677419,"05/16/2018",0.727272727272727,43532,1,95056,26,0.71875,20438.909546194,109420.484390076,0.202530239877682,2.308949574039,"oil / canvas",61019.5,42,1,"Medium","Medium"
"90","Bonhams New York","New York","54a4d7b4594c4afea6e221ea72ad516a","post-war & contemporary art 5/16/2018","Sean Scully","Green Light 1972-73",199717,1,149788,12192,1972,0.612903225806452,"05/16/2018",0.789473684210526,77848,1,95056,26,0.71875,77362.018576445,109420.484390076,1.60460117185356,2.308949574039,"acrylic / canvas",128004,53,0.868852459016393,"Medium","Medium"
"91","Bonhams New York","New York","221dc613f1c045f9954d6b13143766e0","post-war & contemporary art 5/16/2018","Wojcieck (Voy) Fangor","M77 1968",491805,1,249647,2525.5494,1968,0.645161290322581,"05/16/2018",0.8,85465,1,95056,26,0.71875,80520.352774547,109420.484390076,1.26672682629155,2.308949574039,"oil / canvas",71191,34,0.85,"Medium","Medium"
"92","Bonhams New York","New York","c70ccf43389649c9b118cdffc58394d2","contemporary art 11/12/2013","Cleve (Ginsburg) Gray","Cyclist",2290,1,5389,1244,1958,0.727272727272727,"11/12/2013",0.425675675675676,65414,1,48677,147,0.482587064676617,229223.181286032,186278.93161012,7.03840935689797,8.76213872490644,"oil / canvas",14840,13,0.722222222222222,"Late","Medium"
"93","Bonhams New York","New York","b3676b4dc7a44605bbf3e202bd53937a","modern and contemporary art 11/07/2011","Pablo Picasso","Tte de femme 1966",10416,1,7773,64.75,1966,0.102564102564103,"11/07/2011",0.75,11463,2,31051,92,0.747747747747748,6208.52957681389,86415.7001671715,2.27843046672888,8.07035027095381,"ink / paper",6091.5,134,0.899328859060403,"Early","Medium"
"94","Bonhams New York","New York","0c78de271a194f99a92fd7fd356f29ae","contemporary art 05/14/2013","Kenneth Noland","Untitled",25614,1,26962,1985.5,1953,0.555555555555556,"05/14/2013",0.746268656716418,29580,4,31679,75,0.703703703703704,45641.4088981705,50232.3695072012,4.56185769298782,4.31251844801335,"oil / canvas",171282,121,0.846153846153846,"Medium","Medium"
"95","Bonhams New York","New York","8c7fdeb859e246a09a0c5a444152fc41","contemporary art 05/14/2013","Kenneth Noland","Pale",0,0,188738,2352,1967,0.562962962962963,"05/14/2013",0.75,29502,4,31679,75,0.703703703703704,45194.6048528438,50232.3695072012,4.61114660547974,4.31251844801335,"acrylic / canvas",171282,121,0.846153846153846,"Medium","Medium"
"96","Bonhams New York","New York","d94a1d68192c400784efed318658a1f2","contemporary art 05/14/2013","Georges Mathieu","Noon",93290,1,107850,1789.55,1954,0.577777777777778,"05/14/2013",0.742857142857143,35209,1,31679,75,0.703703703703704,58575.8830520172,50232.3695072012,3.79854876955115,4.31251844801335,"oil / canvas",21227,12,0.923076923076923,"Medium","Medium"
"97","Bonhams New York","New York","33063d0c6ae24f11abee187afa27791d","modern and contemporary art 05/9/2011","Philip Guston","Untitled 1970",52900,1,38913,223.4375,1970,0.965694682675815,"05/09/2011",0.727272727272727,42330,2,35813,126,0.74375,115437.141117521,100064.317560093,7.36537949843398,8.5325037111562,"ink / paper",298001,80,0.776699029126214,"Late","Medium"
"98","Bonhams New York","New York","661eb477af3945f7add0338c2b779e54","post-war & contemporary art 05/12/2015","Victor Vasarely","Huitt 1977",99043,1,52823,1007.8125,1977,0.288888888888889,"05/12/2015",0.666666666666667,191170,4,69521,81,0.685714285714286,246704.232374486,138313.967236548,1.65630952571332,3.99587437385757,"acrylic / canvas",71544.5,130,0.828025477707006,"Early","Medium"
"99","Bonhams New York","New York","5807ad439c8044709c3c567ea26bcae1","post-war & contemporary art 05/12/2015","Victor Vasarely","Attam 1979",163752,1,52823,1016,1979,0.3,"05/12/2015",0.68,185751,4,69521,81,0.685714285714286,240216.167427227,138313.967236548,1.74989238435254,3.99587437385757,"acrylic / canvas",71544.5,130,0.828025477707006,"Early","Medium"
"100","Bonhams New York","New York","74966d4277274d92a9503603ed26a90a","post-war & contemporary art 05/12/2015","Victor Vasarely","OND-III 1968",265173,1,105646,3969,1968,0.311111111111111,"05/12/2015",0.692307692307692,184529,4,69521,81,0.685714285714286,233496.877209668,138313.967236548,1.81432166850478,3.99587437385757,"acrylic / canvas",71544.5,130,0.828025477707006,"Early","Medium"
"101","Bonhams New York","New York","bd286357059a4186baec5ef85bf0ba03","post-war & contemporary art 05/12/2015","Victor Vasarely","Tridim-C 1968",0,0,105646,3969,1968,0.322222222222222,"05/12/2015",0.703703703703704,188773,4,69521,81,0.685714285714286,227907.455278991,138313.967236548,1.7975088330679,3.99587437385757,"acrylic / canvas",71544.5,130,0.828025477707006,"Early","Medium"
"102","Bonhams New York","New York","dd2ae019d28249078c669bc52bc16b2e","post-war & contemporary art 05/12/2015","Jean-Paul Riopelle","Composition circa 1974",105646,1,84517,1280,1974,0.344444444444444,"05/12/2015",0.655172413793103,188773,2,69521,81,0.685714285714286,227907.455278991,138313.967236548,1.7975088330679,3.99587437385757,"oil / canvas",97934,30,0.731707317073171,"Medium","Medium"
"103","Bonhams New York","New York","cf711551dfd2443ba2c47d67cdc0e2f0","modern and contemporary art 05/9/2011","Friedel Dzubas","Cassia",18990,1,5559,900,1964,0.948542024013722,"05/09/2011",0.722772277227723,26388,1,35813,126,0.74375,37166.6504481807,100064.317560093,3.85792843777843,8.5325037111562,"acrylic / canvas",46567.5,52,0.912280701754386,"Late","Medium"
"104","Bonhams New York","New York","9b8733741d3745bc92397d1aab92fe73","modern and contemporary art 05/9/2011","Robert Arthur Goodnough","Development TK Como",0,0,11118,3600,1970,0.950257289879931,"05/09/2011",0.728155339805825,26001,1,35813,126,0.74375,36742.9498454087,100064.317560093,3.9128317408429,8.5325037111562,"oil / canvas",5880.5,40,0.740740740740741,"Late","Medium"
"105","Bonhams New York","New York","8895cbc310b140c0a61d499942821f8c","modern and contemporary art 05/9/2011","Paul Jenkins","Phenomena Maimonides Mantle 1979",65108,1,33354,5775,1979,0.951972555746141,"05/09/2011",0.723809523809524,25793,3,35813,126,0.74375,36536.4511232473,100064.317560093,3.94179165974669,8.5325037111562,"acrylic / canvas",22145,152,0.894117647058824,"Late","Medium"
"106","Bonhams New York","New York","1ebf4fae0c0344a5a6d0315122d94e6c","modern and contemporary art 05/9/2011","Paul Jenkins","Phenomena By The Mark 1979",32554,1,27795,6776,1979,0.952830188679245,"05/09/2011",0.726415094339623,26303,3,35813,126,0.74375,36518.541250765,100064.317560093,3.87038930852756,8.5325037111562,"acrylic / canvas",22145,152,0.894117647058824,"Late","Medium"
"107","Bonhams New York","New York","34a6436d1e2c45549d9d1a03d8f701f1","post-war & contemporary art 11/10/2015","Franz Josef Kline","Untitled circa 1950-1952",39695,1,63513,109.25,1950,0.8,"11/10/2015",0.583333333333333,84589,1,76675,27,0.542857142857143,105523.21203442,91598.0867023685,2.49470856512092,3.0448731749137,"ink on telephone book page / paper on board",202908,65,0.738636363636364,"Late","Medium"
"108","Bonhams New York","New York","9be59c9eab7a49789f8d9879855c31c4","post-war & contemporary art 11/10/2015","Conrad Marca-Relli","Untitled 1950",0,0,105855,2600,1950,0.88,"11/10/2015",0.571428571428571,80466,1,76675,27,0.542857142857143,99324.1013028025,91598.0867023685,2.72996713083767,3.0448731749137,"oil / canvas",33106.5,62,0.729411764705882,"Late","Medium"
"109","Bonhams New York","New York","552b7a84ef0e451ab2555e13703bae9d","post-war & contemporary art 11/10/2015","Milton Resnick","Red Man 1957",0,0,132319,1560,1957,0.9,"11/10/2015",0.551724137931034,80466,2,76675,27,0.542857142857143,99324.1013028025,91598.0867023685,2.72996713083767,3.0448731749137,"oil / canvas",42658,32,0.727272727272727,"Late","Medium"
"110","Bonhams New York","New York","f23601dedcc542528616f641ba21db63","post-war & contemporary art 11/10/2015","James Brooks","Jole 1966",52927,1,63513,2160,1966,0.92,"11/10/2015",0.533333333333333,80466,1,76675,27,0.542857142857143,99324.1013028025,91598.0867023685,2.72996713083767,3.0448731749137,"acrylic / canvas",21713,25,0.735294117647059,"Late","Medium"
"111","Bonhams New York","New York","366ce04eb51a4dce95799e1dc30146d1","post-war & contemporary art 11/10/2015","Milton Resnick","Untitled 1964",0,0,74098,4106.775,1964,0.94,"11/10/2015",0.548387096774194,78846,2,76675,27,0.542857142857143,96552.7694255169,91598.0867023685,2.84343930827078,3.0448731749137,"oil / paper",42658,32,0.727272727272727,"Late","Medium"
"112","Bonhams New York","New York","e28457d59fc34357a58cdfc3b3c73ca3","post-war & contemporary art 11/10/2015","Roberto Matta","Earth-Leins circa 1954-1955",70129,1,52927,699.12,1954,0.98,"11/10/2015",0.545454545454545,77039,1,76675,27,0.542857142857143,94096.1715808504,91598.0867023685,2.95385004810094,3.0448731749137,"oil / canvas",52823,33,0.702127659574468,"Late","Medium"
"113","Bonhams New York","New York","17cdaa7e041c435d99cb51002eb4a761","post-war & contemporary art 11/14/2018","Norman Bluhm","Oil Burner 1960",0,0,14952,957.445,1960,0.0681818181818182,"11/14/2018",0.666666666666667,79744,1,130793,35,0.789473684210526,20000,274201.859095175,0,3.18711617560357,"oil on paper laid on masonite",37447,81,0.835051546391753,"Early","Medium"
"114","Bonhams New York","New York","879e769b6a0a41649cca1b5e1bbbc67a","post-war & contemporary art 11/14/2018","Paul Jenkins","Phenomena Saladin's Robe 1974",24920,1,24920,2999.2844,1974,0.113636363636364,"11/14/2018",0.6,58147,1,130793,35,0.789473684210526,34721.1110933328,274201.859095175,-0.0718917014929166,3.18711617560357,"acrylic / canvas",22145,152,0.894117647058824,"Early","Medium"
"115","Bonhams New York","New York","07afbf93cab84e0e9bf69e8d451b8995","post-war & contemporary art 11/14/2018","Alfred Jensen","Spectrum-dialectics 1975",74760,1,8472,1369,1975,0.159090909090909,"11/14/2018",0.571428571428571,49840,1,130793,35,0.789473684210526,33354.1601603158,274201.859095175,0.454772036019961,3.18711617560357,"oil / canvas",61019.5,42,1,"Early","Medium"
"116","Bonhams New York","New York","1b79db4ca0b64480a8ef6c99622d9d20","post-war & contemporary art 11/14/2018","Wifredo Oscar de la Concepcion Lam","Untitled 1975",87220,1,49840,463.8569,1975,0.272727272727273,"11/14/2018",0.7,50196,1,130793,35,0.789473684210526,30950.091490419,274201.859095175,0.128081787693344,3.18711617560357,"oil / canvas",100840,10,0.555555555555556,"Early","Medium"
"117","Bonhams New York","New York","dfd2194c04c340d7a8c1ffe503a262a2","post-war & contemporary art 11/14/2018","Alice Neel","Larry circa 1952",137060,1,69776,606.5169,1952,0.431818181818182,"11/14/2018",0.764705882352941,93163,1,130793,35,0.789473684210526,136197.638003135,274201.859095175,2.88235510128493,3.18711617560357,"oil / canvas",297453,29,0.630434782608696,"Medium","Medium"
"118","Bonhams New York","New York","6d5cf9737a2f48cdae9966b590eacc5a","post-war & contemporary art 11/14/2018","Wojcieck (Voy) Fangor","M44 1969",143290,1,149520,1296,1969,0.795454545454545,"11/14/2018",0.785714285714286,161930,2,130793,35,0.789473684210526,313535.653554496,274201.859095175,2.61805380489915,3.18711617560357,"oil / canvas",71191,34,0.85,"Late","Medium"
"119","Bonhams New York","New York","82e87b23650b4fc48cb80f286283643d","post-war & contemporary art 11/14/2018","Wojcieck (Voy) Fangor","M38 1968",43610,1,39872,720,1968,0.818181818181818,"11/14/2018",0.793103448275862,161119,2,130793,35,0.789473684210526,306667.627651247,274201.859095175,2.68421633955032,3.18711617560357,"oil / canvas",71191,34,0.85,"Late","Medium"
"120","Bonhams New York","New York","38c7db4b05484deda0fec2242d2b92c5","post-war & contemporary art 11/14/2018","Julian Stanczak","Split Circles 1969",49840,1,49840,1815,1969,0.863636363636364,"11/14/2018",0.806451612903226,151469,1,130793,35,0.789473684210526,295972.944033741,274201.859095175,2.83964709074621,3.18711617560357,"acrylic / canvas",40535.5,26,1,"Late","Medium"
